run_accession,sample_name,sample_acc,experiment,library_name,sra_study,center_name,platform,assay_type,librarysource,organism,releasedate,bases,size_in_bytes,size_in_GB,disease_sam,disease_stage_sam_s_dpl172,tissue_sam,run_file_create_date
SRR8615897,HCC364_LUNG,SRS4396050,SRX5415153,RNASeq-HCC364_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14643925360,7833800377,7.83,carcinoma (adenocarcinoma),NA,lung,2019-02-24T00:21:00.000Z
SRR8616213,EWS502_BONE,SRS4396082,SRX5415189,RNASeq-EWS502_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18674012008,9971797726,9.97,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NA,bone,2019-02-24T01:13:00.000Z
SRR8615638,A204_SOFT_TISSUE,SRS4395746,SRX5414762,RNASeq-A204_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14372207080,7669655686,7.67,rhabdoid_tumour,primary,soft_tissue,2019-02-23T23:36:00.000Z
SRR8615245,SW1271_LUNG,SRS4395533,SRX5414508,RNASeq-SW1271_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18404540372,9213617117,9.21,carcinoma (small_cell_carcinoma),primary,lung,2019-02-23T23:02:00.000Z
SRR8615821,HCC1419_BREAST,SRS4395596,SRX5414579,RNASeq-HCC1419_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17583586516,8778066144,8.78,carcinoma (ductal_carcinoma),primary,breast,2019-02-24T00:15:00.000Z
SRR8615453,HCC461_LUNG,SRS4395360,SRX5414300,RNASeq-HCC461_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18902925074,10032423459,10.03,NA,NA,lung,2019-02-23T23:22:00.000Z
SRR8615835,LN235_CENTRAL_NERVOUS_SYSTEM,SRS4395585,SRX5414565,RNASeq-LN235_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16262860420,8677852157,8.68,glioma (astrocytoma_Grade_IV),NA,central_nervous_system,2019-02-24T00:15:00.000Z
SRR8615541,NCIH2452_PLEURA,SRS4395270,SRX5414212,RNASeq-NCIH2452_PLEURA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19907946784,10608523017,10.61,mesothelioma,metastasis,pleura,2019-02-23T23:45:00.000Z
SRR8615990,NCIH1693_LUNG,SRS4395973,SRX5415060,RNASeq-NCIH1693_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19528694410,10376042936,10.38,carcinoma (adenocarcinoma),metastasis,lung,2019-02-24T00:43:00.000Z
SRR8616037,KYSE180_OESOPHAGUS,SRS4395939,SRX5415013,RNASeq-KYSE180_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20177635166,10008171297,10.01,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-24T00:51:00.000Z
SRR8615463,TE441T_SOFT_TISSUE,SRS4395353,SRX5414290,RNASeq-TE441T_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10789977460,5149520998,5.15,rhabdomyosarcoma,primary,soft_tissue,2019-02-23T23:04:00.000Z
SRR8615647,8MGBA_CENTRAL_NERVOUS_SYSTEM,SRS4395738,SRX5414753,RNASeq-8MGBA_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18920349998,9483765811,9.48,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-23T23:42:00.000Z
SRR8615579,MDAPCA2B_PROSTATE,SRS4395784,SRX5414821,RNASeq-MDAPCA2B_PROSTATE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13864872566,6529607978,6.53,carcinoma (adenocarcinoma),metastasis,prostate,2019-02-23T23:22:00.000Z
SRR8615343,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395449,SRX5414410,RNASeq-NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19783351366,10418670918,10.42,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M3)",primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:02:00.000Z
SRR8615656,SNU466_CENTRAL_NERVOUS_SYSTEM,SRS4395730,SRX5414744,RNASeq-SNU466_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18080116858,9734531452,9.73,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-23T23:44:00.000Z
SRR8616152,NCIH69_LUNG,SRS4395844,SRX5414898,RNASeq-NCIH69_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19380354094,9566171015,9.57,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T01:03:00.000Z
SRR8616156,NCIH650_LUNG,SRS4395841,SRX5414894,RNASeq-NCIH650_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15808894104,7834517589,7.83,carcinoma (bronchioloalveolar_adenocarcinoma),metastasis,lung,2019-02-24T00:55:00.000Z
SRR8615704,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395690,SRX5414696,RNASeq-KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13602600412,6436617921,6.44,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-23T23:30:00.000Z
SRR8615875,OUMS23_LARGE_INTESTINE,SRS4395169,SRX5415175,RNASeq-OUMS23_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21725599546,11461915259,11.46,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-24T00:26:00.000Z
SRR8615561,SW1573_LUNG,SRS4395259,SRX5414839,RNASeq-SW1573_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11631016782,5548849738,5.55,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-23T23:13:00.000Z
SRR8616048,SKMEL1_SKIN,SRS4395929,SRX5415002,RNASeq-SKMEL1_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20777064106,11215983930,11.22,malignant_melanoma,metastasis,skin,2019-02-24T00:59:00.000Z
SRR8616008,DKMG_CENTRAL_NERVOUS_SYSTEM,SRS4395958,SRX5415042,RNASeq-DKMG_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14520128650,7624269206,7.62,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-24T00:37:00.000Z
SRR8616214,EW8_BONE,SRS4396083,SRX5415188,RNASeq-EW8_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16144849798,8651355286,8.65,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NA,bone,2019-02-24T01:11:00.000Z
SRR8615771,BEN_LUNG,SRS4395236,SRX5414629,RNASeq-BEN_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,25697689368,14426392145,14.43,carcinoma,metastasis,lung,2019-02-24T00:24:00.000Z
SRR8615324,HS834T_FIBROBLAST,SRS4395471,SRX5414429,RNASeq-HS834T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15868148986,7793079429,7.79,malignant_melanoma,metastasis,skin,2019-02-23T22:45:00.000Z
SRR8615727,TT_OESOPHAGUS,SRS4395670,SRX5414673,RNASeq-TT_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16105512318,8097377537,8.1,NA,NA,NA,2019-02-23T23:55:00.000Z
SRR8615723,U87MG_CENTRAL_NERVOUS_SYSTEM,SRS4395674,SRX5414677,RNASeq-U87MG_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17353450340,8674271521,8.67,glioma (astrocytoma),primary,central_nervous_system,2019-02-23T23:58:00.000Z
SRR8615802,NCIH2087_LUNG,SRS4395212,SRX5414598,RNASeq-NCIH2087_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22374823708,11796889486,11.8,carcinoma (adenocarcinoma),metastasis,lung,2019-02-24T00:23:00.000Z
SRR8615756,MDAMB157_BREAST,SRS4395641,SRX5414644,RNASeq-MDAMB157_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16654851520,7833034742,7.83,"carcinoma (ductal_carcinoma, medullary)",metastasis,breast,2019-02-23T23:59:00.000Z
SRR8615425,CORL23_LUNG,SRS4395381,SRX5414328,RNASeq-CORL23_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18106803886,9084204831,9.08,carcinoma (large_cell_carcinoma),metastasis,lung,2019-02-23T22:57:00.000Z
SRR8615957,D283MED_CENTRAL_NERVOUS_SYSTEM,SRS4395999,SRX5415093,RNASeq-D283MED_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23596638484,13275173101,13.28,primitive_neuroectodermal_tumour-medulloblastoma,metastasis,central_nervous_system,2019-02-24T01:14:00.000Z
SRR8615781,HS729_SOFT_TISSUE,SRS4395622,SRX5414619,RNASeq-HS729_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17286507742,8498429004,8.5,rhabdomyosarcoma,primary,soft_tissue,2019-02-24T00:09:00.000Z
SRR8615346,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395447,SRX5414407,RNASeq-NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16390251922,8723027229,8.72,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:54:00.000Z
SRR8616151,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395845,SRX5414899,RNASeq-P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19917629856,10502675839,10.5,lymphoid_neoplasm (Burkitt_lymphoma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-24T01:04:00.000Z
SRR8616196,BT483_BREAST,SRS4396096,SRX5415206,RNASeq-BT483_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20052414356,11311525131,11.31,"carcinoma (ductal_carcinoma, medullary)",primary,breast,2019-02-24T01:14:00.000Z
SRR8616088,TIG3TD_FIBROBLAST,SRS4395896,SRX5414962,RNASeq-TIG3TD_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15993398682,8579943658,8.58,other (immortalized_embryonic_fibroblast),NA,lung,2019-02-24T00:46:00.000Z
SRR8615533,CALU1_LUNG,SRS4395292,SRX5414220,RNASeq-CALU1_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17979498234,8853780046,8.85,carcinoma (squamous_cell_carcinoma),metastasis,lung,2019-02-23T23:25:00.000Z
SRR8615507,CAOV3_OVARY,SRS4395316,SRX5414246,RNASeq-CAOV3_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15045172504,7866014956,7.87,carcinoma (adenocarcinoma),primary,ovary,2019-02-23T23:18:00.000Z
SRR8616074,KU1919_URINARY_TRACT,SRS4395910,SRX5414976,RNASeq-KU1919_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13434273610,6362175701,6.36,carcinoma (transitional_cell_carcinoma),primary,urinary_tract,2019-02-24T00:19:00.000Z
SRR8615930,SNU201_CENTRAL_NERVOUS_SYSTEM,SRS4396020,SRX5415120,RNASeq-SNU201_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15401045600,7731803629,7.73,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-24T00:25:00.000Z
SRR8615920,JHH5_LIVER,SRS4395218,SRX5415130,RNASeq-JHH5_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14722742124,6907049014,6.91,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-24T00:05:00.000Z
SRR8615404,AGS_STOMACH,SRS4395399,SRX5414349,RNASeq-AGS_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23621473172,11741014278,11.74,carcinoma (adenocarcinoma),primary,stomach,2019-02-23T23:06:00.000Z
SRR8615401,LXF289_LUNG,SRS4395152,SRX5414352,RNASeq-LXF289_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15120271660,7096190572,7.1,carcinoma (adenocarcinoma),primary,lung,2019-02-23T22:52:00.000Z
SRR8616177,HCC1806_BREAST,SRS4395821,SRX5414873,RNASeq-HCC1806_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,26808904498,14925066347,14.93,"carcinoma (ductal_carcinoma, squamous_cell_carcinoma)",primary,breast,2019-02-24T01:16:00.000Z
SRR8615286,EKVX_LUNG,SRS4395114,SRX5414467,RNASeq-EKVX_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17438898158,9355627186,9.36,carcinoma (adenocarcinoma),primary,lung,2019-02-23T22:57:00.000Z
SRR8616111,NCIH2228_LUNG,SRS4395878,SRX5414939,RNASeq-NCIH2228_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21381008756,11278341998,11.28,carcinoma (adenocarcinoma),primary,lung,2019-02-24T01:08:00.000Z
SRR8615882,HS852T_SKIN,SRS4396065,SRX5415168,RNASeq-HS852T_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16296863080,7997668344,8.0,malignant_melanoma,primary,skin,2019-02-24T00:14:00.000Z
SRR8615975,NCIH841_LUNG,SRS4395983,SRX5415075,RNASeq-NCIH841_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,38012760364,18931859669,18.93,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T01:19:00.000Z
SRR8615763,SW1353_BONE,SRS4395636,SRX5414637,RNASeq-SW1353_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17262950704,8374919084,8.37,chondrosarcoma,primary,bone,2019-02-23T23:58:00.000Z
SRR8615928,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4396022,SRX5415122,RNASeq-SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16693699958,8366853458,8.37,lymphoid_neoplasm (anaplastic_large_cell_lymphoma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-24T00:24:00.000Z
SRR8615965,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395993,SRX5415085,RNASeq-RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,25189273144,13505561176,13.51,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:57:00.000Z
SRR8615276,HEC151_ENDOMETRIUM,SRS4395507,SRX5414477,RNASeq-HEC151_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18399478050,9047652756,9.05,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T22:59:00.000Z
SRR8615777,BHY_UPPER_AERODIGESTIVE_TRACT,SRS4395623,SRX5414623,RNASeq-BHY_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19583498222,11159181238,11.16,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T00:00:00.000Z
SRR8615394,LU99_LUNG,SRS4395404,SRX5414359,RNASeq-LU99_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16737921192,7842091192,7.84,carcinoma (large_cell_carcinoma),metastasis,lung,2019-02-23T22:52:00.000Z
SRR8615352,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395442,SRX5414401,RNASeq-KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18337720994,9943237715,9.94,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:58:00.000Z
SRR8616035,KYSE140_OESOPHAGUS,SRS4395941,SRX5415015,RNASeq-KYSE140_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14866196060,6986784463,6.99,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-24T00:16:00.000Z
SRR8615824,HCC1195_LUNG,SRS4395136,SRX5414576,RNASeq-HCC1195_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,24697111860,13853187286,13.85,carcinoma (mixed_adenosquamous_carcinoma),primary,lung,2019-02-24T00:36:00.000Z
SRR8615747,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395650,SRX5414653,RNASeq-RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15250313806,7643251430,7.64,lymphoid_neoplasm (B_cell_lymphoma_unspecified),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-24T00:00:00.000Z
SRR8615689,U178_CENTRAL_NERVOUS_SYSTEM,SRS4395703,SRX5414711,RNASeq-U178_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15971054452,8520638128,8.52,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",NA,central_nervous_system,2019-02-23T23:52:00.000Z
SRR8615922,JHOS2_OVARY,SRS4396027,SRX5415128,RNASeq-JHOS2_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18670860808,9206954215,9.21,carcinoma (adenocarcinoma),primary,ovary,2019-02-24T00:27:00.000Z
SRR8615530,NCIH3122_LUNG,SRS4395295,SRX5414223,RNASeq-NCIH3122_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18626459794,9933387885,9.93,NA,NA,lung,2019-02-23T23:30:00.000Z
SRR8615740,G402_SOFT_TISSUE,SRS4395657,SRX5414660,RNASeq-G402_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22127536924,12404387427,12.4,rhabdoid_tumour,primary,soft_tissue,2019-02-24T00:04:00.000Z
SRR8615850,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395573,SRX5414550,RNASeq-HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16319897948,8005949868,8.01,lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:09:00.000Z
SRR8615592,RDES_BONE,SRS4395171,SRX5414808,RNASeq-RDES_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21783230954,11723123756,11.72,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,primary,bone,2019-02-23T23:42:00.000Z
SRR8615496,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395326,SRX5414257,RNASeq-SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17308177494,9285947673,9.29,haematopoietic_neoplasm (acute_myeloid_leukaemia),NA,haematopoietic_and_lymphoid_tissue,2019-02-23T23:20:00.000Z
SRR8616167,253JBV_URINARY_TRACT,SRS4395831,SRX5414883,RNASeq-253JBV_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16948436906,8486744035,8.49,carcinoma (transitional_cell_carcinoma),primary,urinary_tract,2019-02-24T00:55:00.000Z
SRR8618314,WM2664_SKIN,SRS4397842,SRX5417202,RNASeq-WM2664_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,9467302872,4431507310,4.43,malignant_melanoma,metastasis,skin,2019-02-25T10:01:00.000Z
SRR8616053,SKMEL3_SKIN,SRS4395148,SRX5414997,RNASeq-SKMEL3_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19847927332,10691559502,10.69,malignant_melanoma,metastasis,skin,2019-02-24T00:47:00.000Z
SRR8615263,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395518,SRX5414490,RNASeq-OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,36788032748,18333190558,18.33,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:59:00.000Z
SRR8615693,U343_CENTRAL_NERVOUS_SYSTEM,SRS4395699,SRX5414707,RNASeq-U343_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16226883816,8695057390,8.7,glioma (astrocytoma_Grade_III),NA,central_nervous_system,2019-02-24T00:02:00.000Z
SRR8615730,TTC549_SOFT_TISSUE,SRS4395667,SRX5414670,RNASeq-TTC549_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11239544014,5131285269,5.13,NA,NA,soft_tissue,2019-02-23T23:38:00.000Z
