,CellLine,Run,GCS_RNA_SRA_dirpaths,Tissue,Experiment,Sample,SRAStudy,ReleaseDate,LibraryName,LibrarySource,Sex,CenterName,size_MB,download_path
255,SNU738,SRR8616030,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616030/,CENTRAL_NERVOUS_SYSTEM,SRX5415020,SRS4395944,SRP186687,2019-03-27 12:24:38,RNASeq-SNU738_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10170,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616030.sralite.1
256,REC1,SRR8615594,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615594/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414806,SRS4395774,SRP186687,2019-03-27 12:24:35,RNASeq-REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11434,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615594.sralite.1
257,NCIH1915,SRR8615613,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615613/,LUNG,SRX5414787,SRS4395208,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH1915_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10479,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615613.sralite.1
258,MORCPR,SRR8615698,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615698/,LUNG,SRX5414702,SRS4395180,SRP186687,2019-03-27 12:24:34,RNASeq-MORCPR_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,7549,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615698.sralite.1
259,697,SRR8616164,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616164/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414886,SRS4395834,SRP186687,2019-03-27 12:24:36,RNASeq-697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10152,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616164.sralite.1
260,MOLP2,SRR8616066,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616066/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414984,SRS4395916,SRP186687,2019-03-27 12:24:38,RNASeq-MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10271,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616066.sralite.1
261,8305C,SRR8615645,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615645/,THYROID,SRX5414755,SRS4395740,SRP186687,2019-03-27 12:24:34,RNASeq-8305C_THYROID,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8059,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615645.sralite.1
262,SEM,SRR8615750,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615750/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414650,SRS4395647,SRP186687,2019-03-27 12:24:33,RNASeq-SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7378,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615750.sralite.1
263,ASPC1,SRR8615412,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615412/,PANCREAS,SRX5414341,SRS4395392,SRP186687,2019-03-27 12:24:29,RNASeq-ASPC1_PANCREAS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8639,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615412.sralite.1
264,L363,SRR8615485,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615485/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414268,SRS4395334,SRP186687,2019-03-27 12:24:27,RNASeq-L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9057,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615485.sralite.1
265,SUPB15,SRR8615929,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615929/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415121,SRS4396021,SRP186687,2019-03-27 12:24:40,RNASeq-SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9222,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615929.sralite.1
266,SNU245,SRR8615308,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615308/,BILIARY_TRACT,SRX5414445,SRS4395476,SRP186687,2019-03-27 12:24:30,RNASeq-SNU245_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,10255,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615308.sralite.1
267,UOK101,SRR8615332,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615332/,KIDNEY,SRX5414421,SRS4395459,SRP186687,2019-03-27 12:24:30,RNASeq-UOK101_KIDNEY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8729,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615332.sralite.1
268,LOUCY,SRR8615549,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615549/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414851,SRS4395806,SRP186687,2019-03-27 12:24:36,RNASeq-LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,5728,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615549.sralite.1
269,TE159T,SRR8615620,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615620/,FIBROBLAST,SRX5414780,SRS4395761,SRP186687,2019-03-27 12:24:35,RNASeq-TE159T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12701,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615620.sralite.1
270,NCIH1651,SRR8615988,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615988/,LUNG,SRX5415062,SRS4395976,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH1651_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6431,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615988.sralite.1
271,SNU478,SRR8615651,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615651/,BILIARY_TRACT,SRX5414749,SRS4395734,SRP186687,2019-03-27 12:24:35,RNASeq-SNU478_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,8811,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615651.sralite.1
272,BCPAP,SRR8615773,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615773/,THYROID,SRX5414627,SRS4395627,SRP186687,2019-03-27 12:24:33,RNASeq-BCPAP_THYROID,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11145,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/8615/SRR8615773/SRR8615773.lite.1
273,HCC2450,SRR8615994,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615994/,LUNG,SRX5415056,SRS4395969,SRP186687,2019-03-27 12:24:39,RNASeq-HCC2450_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,9661,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615994.sralite.1
274,SKMEL5,SRR8616056,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616056/,SKIN,SRX5414994,SRS4395923,SRP186687,2019-03-27 12:24:38,RNASeq-SKMEL5_SKIN,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8319,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616056.sralite.1
275,NCIH1975,SRR8615260,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615260/,LUNG,SRX5414493,SRS4395521,SRP186687,2019-03-27 12:24:31,RNASeq-NCIH1975_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8885,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615260.sralite.1
276,JHOC5,SRR8615915,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615915/,OVARY,SRX5415135,SRS4395221,SRP186687,2019-03-27 12:24:40,RNASeq-JHOC5_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10210,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615915.sralite.1
277,BV173,SRR8616198,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616198/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415204,SRS4396094,SRP186687,2019-03-27 12:24:41,RNASeq-BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10692,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616198.sralite.1
278,BXPC3,SRR8616199,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616199/,PANCREAS,SRX5415203,SRS4396093,SRP186687,2019-03-27 12:24:41,RNASeq-BXPC3_PANCREAS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9838,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616199.sralite.1
279,NCIH2030,SRR8615255,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615255/,LUNG,SRX5414498,SRS4395524,SRP186687,2019-03-27 12:24:31,RNASeq-NCIH2030_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10732,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615255.sralite.1
280,BC3C,SRR8615775,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615775/,URINARY_TRACT,SRX5414625,SRS4395625,SRP186687,2019-03-27 12:24:33,RNASeq-BC3C_URINARY_TRACT,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7686,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615775.sralite.1
281,HCC38,SRR8615458,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615458/,BREAST,SRX5414295,SRS4395357,SRP186687,2019-03-27 12:24:28,RNASeq-HCC38_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9156,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615458.sralite.1
282,NCIH526,SRR8616161,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616161/,LUNG,SRX5414889,SRS4395836,SRP186687,2019-03-27 12:24:36,RNASeq-NCIH526_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7769,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616161.sralite.1
283,HDLM2,SRR8615280,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615280/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414473,SRS4395503,SRP186687,2019-03-27 12:24:31,RNASeq-HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7282,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615280.sralite.1
284,COLO800,SRR8615618,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615618/,SKIN,SRX5414782,SRS4395192,SRP186687,2019-03-27 12:24:35,RNASeq-COLO800_SKIN,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10974,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615618.sralite.1
285,NOMO1,SRR8615443,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615443/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414310,SRS4395368,SRP186687,2019-03-27 12:24:28,RNASeq-NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11150,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615443.sralite.1
286,SNU886,SRR8615472,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615472/,LIVER,SRX5414281,SRS4395346,SRP186687,2019-03-27 12:24:28,RNASeq-SNU886_LIVER,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12734,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615472.sralite.1
287,HELA,SRR8615629,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615629/,CERVIX,SRX5414771,SRS4395753,SRP186687,2019-03-27 12:24:35,RNASeq-HELA_CERVIX,TRANSCRIPTOMIC,,BROAD INSTITUTE,9233,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615629.sralite.1
288,MJ,SRR8615517,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615517/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414236,SRS4395306,SRP186687,2019-03-27 12:24:27,RNASeq-MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12166,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615517.sralite.1
289,CALU6,SRR8615531,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615531/,LUNG,SRX5414222,SRS4395294,SRP186687,2019-03-27 12:24:27,RNASeq-CALU6_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,12690,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615531.sralite.1
290,CAL51,SRR8615264,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615264/,BREAST,SRX5414489,SRS4395517,SRP186687,2019-03-27 12:24:31,RNASeq-CAL51_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8310,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615264.sralite.1
291,SNU503,SRR8615653,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615653/,LARGE_INTESTINE,SRX5414747,SRS4395230,SRP186687,2019-03-27 12:24:35,RNASeq-SNU503_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9226,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615653.sralite.1
292,A673,SRR8616012,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616012/,BONE,SRX5415038,SRS4395238,SRP186687,2019-03-27 12:24:39,RNASeq-A673_BONE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11375,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616012.sralite.1
293,HEP3B217,SRR8616130,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616130/,LIVER,SRX5414920,SRS4395859,SRP186687,2019-03-27 12:24:37,RNASeq-HEP3B217_LIVER,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7725,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616130.sralite.1
294,TUHR14TKB,SRR8615720,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615720/,KIDNEY,SRX5414680,SRS4395677,SRP186687,2019-03-27 12:24:34,RNASeq-TUHR14TKB_KIDNEY,TRANSCRIPTOMIC,,BROAD INSTITUTE,7842,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615720.sralite.1
295,HL60,SRR8616133,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616133/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414917,SRS4395856,SRP186687,2019-03-27 12:24:37,RNASeq-HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8281,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616133.sralite.1
296,NCIH1618,SRR8616191,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616191/,LUNG,SRX5414859,SRS4395813,SRP186687,2019-03-27 12:24:36,RNASeq-NCIH1618_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7097,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616191.sralite.1
297,TT,SRR8615727,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615727/,OESOPHAGUS,SRX5414673,SRS4395670,SRP186687,2019-03-27 12:24:33,RNASeq-TT_OESOPHAGUS,TRANSCRIPTOMIC,,BROAD INSTITUTE,7722,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615727.sralite.1
298,CCFSTTG1,SRR8615248,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615248/,CENTRAL_NERVOUS_SYSTEM,SRX5414505,SRS4395530,SRP186687,2019-03-27 12:24:31,RNASeq-CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10201,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615248.sralite.1
299,AML193,SRR8615409,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615409/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414344,SRS4395395,SRP186687,2019-03-27 12:24:29,RNASeq-AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7188,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615409.sralite.1
300,RT112,SRR8615432,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615432/,URINARY_TRACT,SRX5414321,SRS4395376,SRP186687,2019-03-27 12:24:28,RNASeq-RT112_URINARY_TRACT,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7937,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615432.sralite.1
301,JHUEM1,SRR8615554,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615554/,ENDOMETRIUM,SRX5414846,SRS4395802,SRP186687,2019-03-27 12:24:36,RNASeq-JHUEM1_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,22422,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615554.sralite.1
302,AU565,SRR8615774,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615774/,BREAST,SRX5414626,SRS4395626,SRP186687,2019-03-27 12:24:33,RNASeq-AU565_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9229,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615774.sralite.1
303,NCIH226,SRR8616114,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616114/,LUNG,SRX5414936,SRS4395875,SRP186687,2019-03-27 12:24:37,RNASeq-NCIH226_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7135,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616114.sralite.1
304,HCC33,SRR8615900,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615900/,LUNG,SRX5415150,SRS4396047,SRP186687,2019-03-27 12:24:40,RNASeq-HCC33_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7818,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615900.sralite.1
305,HCC1428,SRR8615816,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615816/,BREAST,SRX5414584,SRS4395600,SRP186687,2019-03-27 12:24:32,RNASeq-HCC1428_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,13269,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615816.sralite.1
306,RMUGS,SRR8615438,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615438/,OVARY,SRX5414315,SRS4395372,SRP186687,2019-03-27 12:24:28,RNASeq-RMUGS_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7873,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615438.sralite.1
307,ALLSIL,SRR8615411,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615411/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414342,SRS4395393,SRP186687,2019-03-27 12:24:29,RNASeq-ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7956,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615411.sralite.1
308,SW1783,SRR8615567,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615567/,CENTRAL_NERVOUS_SYSTEM,SRX5414833,SRS4395793,SRP186687,2019-03-27 12:24:36,RNASeq-SW1783_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7805,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615567.sralite.1
309,LU65,SRR8615395,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615395/,LUNG,SRX5414358,SRS4395154,SRP186687,2019-03-27 12:24:29,RNASeq-LU65_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6251,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615395.sralite.1
310,MG63,SRR8615240,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615240/,BONE,SRX5414513,SRS4395538,SRP186687,2019-03-27 12:24:31,RNASeq-MG63_BONE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6350,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615240.sralite.1
311,KPL1,SRR8616076,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616076/,BREAST,SRX5414974,SRS4395908,SRP186687,2019-03-27 12:24:38,RNASeq-KPL1_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7036,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616076.sralite.1
312,JMSU1,SRR8615559,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615559/,URINARY_TRACT,SRX5414841,SRS4395798,SRP186687,2019-03-27 12:24:36,RNASeq-JMSU1_URINARY_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7584,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615559.sralite.1
313,GOS3,SRR8615382,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615382/,CENTRAL_NERVOUS_SYSTEM,SRX5414371,SRS4395415,SRP186687,2019-03-27 12:24:29,RNASeq-GOS3_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12823,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615382.sralite.1
314,SNU685,SRR8615992,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615992/,ENDOMETRIUM,SRX5415058,SRS4395971,SRP186687,2019-03-27 12:24:39,RNASeq-SNU685_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9987,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615992.sralite.1
315,RERFLCKJ,SRR8615590,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615590/,LUNG,SRX5414810,SRS4395165,SRP186687,2019-03-27 12:24:35,RNASeq-RERFLCKJ_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11936,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615590.sralite.1
316,SW48,SRR8615504,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615504/,LARGE_INTESTINE,SRX5414249,SRS4395319,SRP186687,2019-03-27 12:24:27,RNASeq-SW48_LARGE_INTESTINE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,4468,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615504.sralite.1
317,SNU878,SRR8615471,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615471/,LIVER,SRX5414282,SRS4395347,SRP186687,2019-03-27 12:24:28,RNASeq-SNU878_LIVER,TRANSCRIPTOMIC,female,BROAD INSTITUTE,5254,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615471.sralite.1
318,SNU1197,SRR8615938,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615938/,LARGE_INTESTINE,SRX5415112,SRS4395227,SRP186687,2019-03-27 12:24:40,RNASeq-SNU1197_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10849,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615938.sralite.1
